close,high,low,open,year,day
93039.1,93661.55,92904.35,93590.24,2025,13
92846.79,93195.99,92644.11,93039.11,2025,13
91644.96,92889.06,91372.17,92846.79,2025,13
90851.22,91776.04,90833.12,91644.96,2025,13
90732.0,91350.0,90300.0,90851.23,2025,13
91131.41,91780.0,90583.24,90732.0,2025,13
91833.03,92300.0,89256.69,91131.41,2025,13
92123.75,93100.0,91570.0,91833.03,2025,13
91343.2,92289.07,91250.0,92123.75,2025,13
91983.96,92300.0,91250.0,91343.21,2025,13
92077.65,92405.39,91593.85,91983.96,2025,13
92312.18,92534.1,91600.0,92077.65,2025,13
93575.53,93783.12,91908.2,92312.18,2025,13
94193.49,94472.0,93401.84,93575.53,2025,13
94399.98,94727.15,94152.0,94193.49,2025,13
94536.1,94612.7,94164.77,94399.99,2025,13
94470.77,94880.0,94346.22,94536.11,2025,14
94834.5,95041.17,94462.59,94470.76,2025,14
94882.65,95280.8,94749.57,94834.5,2025,14
94861.4,95112.61,94828.46,94882.65,2025,14
95119.19,95149.32,94830.25,94861.39,2025,14
94916.08,95464.71,94861.39,95119.18,2025,14
95031.94,95031.94,94753.42,94916.08,2025,14
94864.0,95168.6,94838.56,95031.93,2025,14
95488.5,95819.7,94860.11,94863.99,2025,14
97159.44,97371.0,95469.51,95488.51,2025,14
96697.08,97194.26,96579.31,97159.43,2025,14
96548.04,96687.15,96336.92,96686.09,2025,14
95988.0,96700.0,95972.58,96548.04,2025,14
96336.0,97263.02,95748.93,95988.01,2025,14
96293.6,97265.48,96029.73,96336.0,2025,14
96471.65,96974.82,96184.02,96293.61,2025,14
95745.43,96471.66,95351.76,96471.65,2025,14
96527.96,96550.46,95584.83,95745.42,2025,14
96777.8,96958.97,96290.85,96527.96,2025,14
96537.8,97088.57,96466.03,96777.79,2025,14
96505.04,96921.13,96152.31,96537.23,2025,14
96486.09,96678.18,96315.38,96505.98,2025,14
96691.91,96741.95,96450.0,96486.1,2025,14
96560.86,96780.02,96500.49,96691.91,2025,14
96889.36,97332.52,96500.0,96560.85,2025,15
97349.62,97554.63,96789.38,96889.36,2025,15
96824.06,97464.8,96746.71,97349.61,2025,15
97317.12,97324.0,96751.47,96824.06,2025,15
97189.71,97724.96,97072.7,97317.12,2025,15
97029.97,97242.29,96750.0,97189.71,2025,15
97105.48,97147.95,96851.5,97029.97,2025,15
97301.35,97600.31,97105.47,97105.48,2025,15
97202.26,97524.0,97153.48,97301.35,2025,15
96816.47,97366.11,96766.57,97202.27,2025,15
96933.59,97136.28,96721.39,96816.47,2025,15
96762.18,96942.37,96521.0,96933.59,2025,15
96942.93,97194.35,96539.77,96762.19,2025,15
98964.0,99073.39,96852.38,96942.92,2025,15
99434.41,99499.0,98613.99,98963.99,2025,15
98992.42,99799.98,98964.71,99434.8,2025,15
98995.58,99479.53,98888.98,98992.42,2025,15
98645.65,99335.91,98602.05,98995.58,2025,15
99446.14,99483.87,98645.65,98645.65,2025,15
99844.9,99990.0,99297.41,99446.15,2025,15
99566.4,100681.94,99460.8,99844.91,2025,15
99672.0,99876.4,99476.16,99566.34,2025,15
99713.46,99838.28,99564.0,99671.99,2025,15
100497.35,100510.05,99632.73,99713.45,2025,15
99869.26,100866.66,99658.78,100497.35,2025,16
100082.35,100200.0,99814.91,99869.26,2025,16
